"samplename","time","sampletype","station","biol","tech","species_name","Nreads","station_num","station_type","model_out_name","corrected_prop","median_prop","lower_95","upper_95","sd_prop","total_reads_sample","uncorrected_prop","expected_prop","source","sample_type","sample"
"Pv18-1184",17577,"PvScat","CommencementBay",16,1,"Actinopteri",15627,1,"WildScat","17577_PvScat_1_16",0.30297640870438,0.298757409217228,0.182560092057314,0.44919462681256,0.0682894925919514,19441,0.803816676096909,NA,"WildScat","WildScat","Pv18-1184"
"Pv18-1185",17577,"PvScat","CommencementBay",17,1,"Actinopteri",4422,1,"WildScat","17577_PvScat_1_17",0.00669359022298827,0.00615569696721506,0.00266579812873045,0.0138121721370813,0.00290102722847958,31975,0.138295543393276,NA,"WildScat","WildScat","Pv18-1185"
"Pv18-1186",17577,"PvScat","CommencementBay",18,1,"Actinopteri",5662,1,"WildScat","17577_PvScat_1_18",0.0180127683440562,0.01712119192364,0.00909377596653462,0.0323263609502828,0.00592725037706307,42348,0.133701709643903,NA,"WildScat","WildScat","Pv18-1186"
"Pv18-1187",17577,"PvScat","CommencementBay",19,1,"Actinopteri",2581,1,"WildScat","17577_PvScat_1_19",0.0284146232329178,0.0270279135618494,0.0143745795049961,0.0504755576601426,0.00924082957914871,13066,0.197535588550436,NA,"WildScat","WildScat","Pv18-1187"
"Pv18-1188",17577,"PvScat","CommencementBay",20,1,"Actinopteri",14016,1,"WildScat","17577_PvScat_1_20",0.161822037983111,0.157035560495992,0.0896471832644523,0.263921223350606,0.0442834280766342,22509,0.622684259629482,NA,"WildScat","WildScat","Pv18-1188"
"Pv18-1189",17577,"PvScat","CommencementBay",21,1,"Actinopteri",21518,1,"WildScat","17577_PvScat_1_21",0.207802221654926,0.202833145020377,0.118572652513533,0.327474876897702,0.0534254147642019,31067,0.692632053304149,NA,"WildScat","WildScat","Pv18-1189"
"Pv18-1190",17577,"PvScat","CommencementBay",22,1,"Actinopteri",76944,1,"WildScat","17577_PvScat_1_22",0.158547317851238,0.153710878340155,0.087278108840773,0.258065351429103,0.043556444878063,124734,0.616864688056184,NA,"WildScat","WildScat","Pv18-1190"
"Pv18-1191",17577,"PvScat","CommencementBay",23,1,"Actinopteri",14448,1,"WildScat","17577_PvScat_1_23",0.0670739787028887,0.0642127397475746,0.0348014149445916,0.116183330315207,0.0207462241004186,37775,0.382475181998676,NA,"WildScat","WildScat","Pv18-1191"
"Pv18-1192",17577,"PvScat","CommencementBay",24,1,"Actinopteri",87968,1,"WildScat","17577_PvScat_1_24",0.405866412043066,0.403406905521034,0.262103337873837,0.564724668617503,0.0771322885087265,102649,0.856978635934106,NA,"WildScat","WildScat","Pv18-1192"
"Pv18-1193",17577,"PvScat","CommencementBay",25,1,"Actinopteri",6419,1,"WildScat","17577_PvScat_1_25",0.0449909717287951,0.04293701097199,0.0228734606863745,0.0797023192406158,0.0144217197460163,21000,0.305666666666667,NA,"WildScat","WildScat","Pv18-1193"
"Pv18-1195",17577,"PvScat","CommencementBay",27,1,"Actinopteri",10473,1,"WildScat","17577_PvScat_1_27",0.0509425184946592,0.0486787445628875,0.0259971790506918,0.0893200010975201,0.0162171904585025,31193,0.335748405090886,NA,"WildScat","WildScat","Pv18-1195"
"Pv18-1196",17577,"PvScat","CommencementBay",28,1,"Actinopteri",4785,1,"WildScat","17577_PvScat_1_28",0.0595362550999158,0.0569335715390865,0.030805585356448,0.103380657140184,0.0186023892804463,13728,0.348557692307692,NA,"WildScat","WildScat","Pv18-1196"
"Pv18-1218",17760,"PvScat","CommencementBay",1,1,"Actinopteri",26133,1,"WildScat","17760_PvScat_1_1",0.0572624260552405,0.0547635905586625,0.0295743744306663,0.0999986855242596,0.0179271719141111,77045,0.339191381660069,NA,"WildScat","WildScat","Pv18-1218"
"Pv18-1219",17760,"PvScat","CommencementBay",2,1,"Actinopteri",8861,1,"WildScat","17760_PvScat_1_2",0.115826478226266,0.111746610485408,0.0618599981352318,0.194538024474393,0.033698661181176,16814,0.527001308433448,NA,"WildScat","WildScat","Pv18-1219"
"Pv18-1220",17760,"PvScat","CommencementBay",3,1,"Actinopteri",649,1,"WildScat","17760_PvScat_1_3",0.0046810273123991,0.00444200708629657,0.00231452528480086,0.00846668498812891,0.00158043278313755,17084,0.0379887614141887,NA,"WildScat","WildScat","Pv18-1220"
"Pv18-1222",17760,"PvScat","CommencementBay",5,1,"Actinopteri",5997,1,"WildScat","17760_PvScat_1_5",0.0783996408352099,0.0752559429327651,0.0410881034579297,0.134990673909985,0.0239164401941211,14320,0.418784916201117,NA,"WildScat","WildScat","Pv18-1222"
"Pv18-1224",17760,"PvScat","CommencementBay",7,1,"Actinopteri",3852,1,"WildScat","17760_PvScat_1_7",0.0486181299348797,0.0464497778426695,0.0249826034262615,0.0854643954961754,0.0154051491852507,12781,0.30138486816368,NA,"WildScat","WildScat","Pv18-1224"
"Pv18-1225",17760,"PvScat","CommencementBay",8,1,"Actinopteri",6841,1,"WildScat","17760_PvScat_1_8",0.432546561617162,0.431453492421218,0.285311208577244,0.592341696541098,0.0788956508222632,7861,0.87024551583768,NA,"WildScat","WildScat","Pv18-1225"
"Pv18-1227",17760,"PvScat","CommencementBay",9,1,"Actinopteri",13554,1,"WildScat","17760_PvScat_1_9",0.274991214162814,0.27035868709509,0.163238469306852,0.414975425648194,0.0643487038263253,22326,0.607094866971244,NA,"WildScat","WildScat","Pv18-1227"
"Pv18-1227",17760,"PvScat","CommencementBay",10,2,"Actinopteri",1925,1,"WildScat","17760_PvScat_1_10",0.0772068893258303,0.0740848611741623,0.0403297458897894,0.132918029640625,0.0236539392148274,22326,0.0862223416644271,NA,"WildScat","WildScat","Pv18-1227"
"Pv18-1228",17760,"PvScat","CommencementBay",11,1,"Actinopteri",519,1,"WildScat","17760_PvScat_1_11",0.00612797954207238,0.00582095056742986,0.00305029238811626,0.0111068549822143,0.00206806089717704,10541,0.0492363153401006,NA,"WildScat","WildScat","Pv18-1228"
"Pv18-1229",17760,"PvScat","CommencementBay",12,1,"Actinopteri",5814,1,"WildScat","17760_PvScat_1_12",0.022537561452958,0.0214472635844019,0.0114523205281937,0.0402940731561348,0.0073751609276802,35769,0.162542984148285,NA,"WildScat","WildScat","Pv18-1229"
"Pv18-1230",17760,"PvScat","CommencementBay",13,1,"Actinopteri",1387,1,"WildScat","17760_PvScat_1_13",0.00770886549247804,0.0073207360407837,0.00384232315925213,0.0139307073597087,0.00257456765159679,22639,0.0612659569768983,NA,"WildScat","WildScat","Pv18-1230"
"Pv18-1232",17760,"PvScat","CommencementBay",15,1,"Actinopteri",2675,1,"WildScat","17760_PvScat_1_15",0.0215191018248326,0.0204623302585654,0.0109021491675136,0.0384917941438205,0.00706017001395554,17131,0.156149670188547,NA,"WildScat","WildScat","Pv18-1232"
"Pv18-1233",17760,"PvScat","CommencementBay",16,1,"Actinopteri",372,1,"WildScat","17760_PvScat_1_16",0.00409305758447877,0.00388040556888644,0.00203408442419978,0.00741296073944326,0.00138200684261886,11143,0.033384187382213,NA,"WildScat","WildScat","Pv18-1233"
"Pv18-1234",17760,"PvScat","CommencementBay",17,1,"Actinopteri",5245,1,"WildScat","17760_PvScat_1_17",0.0155700734015408,0.0147825967944175,0.00785993502122308,0.0279001710214778,0.00514296642251913,44676,0.117400841615185,NA,"WildScat","WildScat","Pv18-1234"
"Pv18-1235",17760,"PvScat","CommencementBay",18,1,"Actinopteri",4785,1,"WildScat","17760_PvScat_1_18",0.110623173530012,0.106586210922389,0.0592050053454884,0.186546145971588,0.0324532627675335,9312,0.513853092783505,NA,"WildScat","WildScat","Pv18-1235"
"Pv18-1236",17760,"PvScat","CommencementBay",19,1,"Actinopteri",626,1,"WildScat","17760_PvScat_1_19",0.00893669202561931,0.00848763533739192,0.00448591697975707,0.0160843731915794,0.00298823207844856,8886,0.070447895566059,NA,"WildScat","WildScat","Pv18-1236"
"Pv18-1237",17760,"PvScat","CommencementBay",20,1,"Actinopteri",23742,1,"WildScat","17760_PvScat_1_20",0.179076203363271,0.174056206430729,0.100049610365935,0.287240649239374,0.0478830676021815,36452,0.651322286842972,NA,"WildScat","WildScat","Pv18-1237"
"Pv18-1238",17760,"PvScat","CommencementBay",21,1,"Actinopteri",5280,1,"WildScat","17760_PvScat_1_21",0.0389323288235884,0.0371156208089268,0.0198195943893559,0.0688593068302493,0.0124873135836972,20736,0.25462962962963,NA,"WildScat","WildScat","Pv18-1238"
"Pv18-1239",17760,"PvScat","CommencementBay",22,1,"Actinopteri",11827,1,"WildScat","17760_PvScat_1_22",0.0482873979330633,0.0460718367569159,0.0247458334237409,0.0848653959764437,0.0152915477170795,39438,0.299888432476292,NA,"WildScat","WildScat","Pv18-1239"
"Pv18-1240",17760,"PvScat","CommencementBay",23,1,"Actinopteri",163,1,"WildScat","17760_PvScat_1_23",0.00342912594685325,0.00323862506909883,0.00168690411436736,0.00631110282445037,0.00118165799307148,5813,0.0280405986581799,NA,"WildScat","WildScat","Pv18-1240"
"Pv18-1242",17760,"PvScat","CommencementBay",25,1,"Actinopteri",1280,1,"WildScat","17760_PvScat_1_25",0.00576709244400237,0.0054745761333205,0.00287498718228498,0.0104917103432535,0.00193103930065421,27547,0.0464660398591498,NA,"WildScat","WildScat","Pv18-1242"
"Pv18-1244",17760,"PvScat","CommencementBay",27,1,"Actinopteri",1255,1,"WildScat","17760_PvScat_1_27",0.034110545580688,0.0324833880976956,0.0173914206704944,0.0607427132430753,0.011021941143982,5471,0.22939133613599,NA,"WildScat","WildScat","Pv18-1244"
"Pv18-1245",17760,"PvScat","CommencementBay",28,1,"Actinopteri",4500,1,"WildScat","17760_PvScat_1_28",0.00646106766237437,0.00613124288684508,0.00324402541512211,0.0116727535350635,0.00215633531487563,86856,0.0518098922354241,NA,"WildScat","WildScat","Pv18-1245"
"Pv18-1246",17760,"PvScat","CommencementBay",29,1,"Actinopteri",9821,1,"WildScat","17760_PvScat_1_29",0.0417408635352292,0.0398030732836671,0.0212891330242974,0.0735860192209656,0.0133332411055981,36549,0.268707762182276,NA,"WildScat","WildScat","Pv18-1246"
"Pv18-1247",17760,"PvScat","CommencementBay",30,1,"Actinopteri",449,1,"WildScat","17760_PvScat_1_30",0.00711765822455082,0.0067561762584835,0.00352697873650295,0.0128835058251731,0.00238796548301986,7907,0.0567851271025673,NA,"WildScat","WildScat","Pv18-1247"
"Pv18-1248",17760,"PvScat","CommencementBay",31,1,"Actinopteri",8523,1,"WildScat","17760_PvScat_1_31",0.129881607130309,0.125465397222861,0.0702518501609456,0.216135662679096,0.0370815299611965,15225,0.559802955665025,NA,"WildScat","WildScat","Pv18-1248"
"Pv18-1249",17760,"PvScat","CommencementBay",32,1,"Actinopteri",1002,1,"WildScat","17760_PvScat_1_32",0.0160763813841277,0.0152682330068623,0.00804128120574353,0.0289667742418549,0.00532927854361049,8334,0.120230381569474,NA,"WildScat","WildScat","Pv18-1249"
"Pv18-1250",17760,"PvScat","CommencementBay",33,1,"Actinopteri",3221,1,"WildScat","17760_PvScat_1_33",0.060440289072069,0.0578395214586976,0.0311886670445268,0.105602956819808,0.0188736138008142,9144,0.352252843394576,NA,"WildScat","WildScat","Pv18-1250"
"Pv18-1252",17760,"PvScat","CommencementBay",35,1,"Actinopteri",995,1,"WildScat","17760_PvScat_1_35",0.0107784228243976,0.0102305805650978,0.0054228583409614,0.0194092060845102,0.00358928257971253,11856,0.0839237516869096,NA,"WildScat","WildScat","Pv18-1252"
"Pv18-1253",17760,"PvScat","CommencementBay",36,1,"Actinopteri",23553,1,"WildScat","17760_PvScat_1_36",0.0788179761115277,0.075561980742211,0.0412451544105774,0.135422557113127,0.0240072867971505,56047,0.42023658715007,NA,"WildScat","WildScat","Pv18-1253"
"Pv18-1254",17760,"PvScat","CommencementBay",37,1,"Actinopteri",2500,1,"WildScat","17760_PvScat_1_37",0.0163709428735001,0.0155626815848272,0.00823062866311887,0.0295258179980468,0.00540589832160005,20362,0.122777723209901,NA,"WildScat","WildScat","Pv18-1254"
"Pv18-1255",17760,"PvScat","CommencementBay",38,1,"Actinopteri",3416,1,"WildScat","17760_PvScat_1_38",0.114320337266265,0.110193966462381,0.0609133500280908,0.192006151159746,0.0333377874097529,6528,0.52328431372549,NA,"WildScat","WildScat","Pv18-1255"
"Pv18-1256",17760,"PvScat","CommencementBay",39,1,"Actinopteri",4419,1,"WildScat","17760_PvScat_1_39",0.0185934688707609,0.0176715674600081,0.00938295366587888,0.0332616340516199,0.00611926010554346,32141,0.137487943747861,NA,"WildScat","WildScat","Pv18-1256"
"Pv18-1257",17760,"PvScat","CommencementBay",40,1,"Actinopteri",744,1,"WildScat","17760_PvScat_1_40",0.0170411673431993,0.0161888140121109,0.00854071135342015,0.0305810241542977,0.00565172912884891,5846,0.127266507013342,NA,"WildScat","WildScat","Pv18-1257"
"Pv18-1258",17760,"PvScat","CommencementBay",41,1,"Actinopteri",6848,1,"WildScat","17760_PvScat_1_41",0.0614812024312101,0.0588571592818973,0.031838730841485,0.107173865922724,0.0191553738548768,19212,0.356443889235894,NA,"WildScat","WildScat","Pv18-1258"
"Pv18-1259",17760,"PvScat","CommencementBay",42,1,"Actinopteri",1445,1,"WildScat","17760_PvScat_1_42",0.0123351838768288,0.011724781530272,0.00619781700234206,0.022377141744249,0.0040970090595828,15204,0.0950407787424362,NA,"WildScat","WildScat","Pv18-1259"
"Pv18-1261",17760,"PvScat","CommencementBay",44,1,"Actinopteri",29360,1,"WildScat","17760_PvScat_1_44",0.0711808772178372,0.0681783866689837,0.0370649254028649,0.123255906219447,0.0219027139172269,74630,0.393407476885971,NA,"WildScat","WildScat","Pv18-1261"
"Pv18-1262",17760,"PvScat","CommencementBay",45,1,"Actinopteri",963,1,"WildScat","17760_PvScat_1_45",0.00336074386787398,0.00318403323425999,0.00168712498076273,0.00608129694443854,0.00113078959027514,34969,0.0275386771140153,NA,"WildScat","WildScat","Pv18-1262"
"Pv18-1264",17760,"PvScat","CommencementBay",47,1,"Actinopteri",2024,1,"WildScat","17760_PvScat_1_47",0.0223628082982401,0.0212512752221133,0.011284750535816,0.0399102545329994,0.0073344383134229,12534,0.161480772299346,NA,"WildScat","WildScat","Pv18-1264"
"Pv18-1265",17760,"PvScat","CommencementBay",48,1,"Actinopteri",1574,1,"WildScat","17760_PvScat_1_48",0.0112429864683753,0.0106524407554407,0.00563984916120366,0.0202884822939787,0.00374414983809346,18042,0.0872408823855448,NA,"WildScat","WildScat","Pv18-1265"
"Pv18-1266",17760,"PvScat","CommencementBay",49,1,"Actinopteri",31381,1,"WildScat","17760_PvScat_1_49",0.13794950875586,0.133330502356187,0.0751474386279732,0.22819541244021,0.0389534694270596,54384,0.577026331273904,NA,"WildScat","WildScat","Pv18-1266"
"Pv18-1267",17760,"PvScat","CommencementBay",50,1,"Actinopteri",4032,1,"WildScat","17760_PvScat_1_50",0.0983977452895429,0.0946949878936256,0.0523958746854901,0.167231355874726,0.0293087508613618,8385,0.480858676207513,NA,"WildScat","WildScat","Pv18-1267"
"Pv18-1268",17760,"PvScat","CommencementBay",51,1,"Actinopteri",492,1,"WildScat","17760_PvScat_1_51",0.0112158753227838,0.0106451354894791,0.00564086430383679,0.02037898469045,0.00377513394642211,5654,0.0870180403254333,NA,"WildScat","WildScat","Pv18-1268"
"Pv18-1269",17760,"PvScat","CommencementBay",52,1,"Actinopteri",1432,1,"WildScat","17760_PvScat_1_52",0.0233458083057224,0.0222644186722531,0.0118325399271635,0.0418752219017047,0.00764548993380708,8548,0.167524567150211,NA,"WildScat","WildScat","Pv18-1269"
"Pv18-1272",17760,"PvScat","CommencementBay",55,1,"Actinopteri",1175,1,"WildScat","17760_PvScat_1_55",0.00915463488772383,0.00870193211163932,0.00458095136268107,0.0164842653350858,0.00305387898129859,16297,0.0720991593544824,NA,"WildScat","WildScat","Pv18-1272"
"Pv18-1273",17760,"PvScat","CommencementBay",56,1,"Actinopteri",2308,1,"WildScat","17760_PvScat_1_56",0.0238247660014863,0.0226635230845566,0.0120263776039064,0.0425298971398291,0.00780495596311617,13540,0.170457902511078,NA,"WildScat","WildScat","Pv18-1273"
"Pv18-1274",17760,"PvScat","CommencementBay",57,1,"Actinopteri",488,1,"WildScat","17760_PvScat_1_57",0.00284179106316024,0.00269856379356262,0.00140734265153451,0.00518434536880995,0.000962650354074003,20919,0.0233280749557818,NA,"WildScat","WildScat","Pv18-1274"
"Pv18-1275",17589,"PvScat","CommencementBay",1,1,"Actinopteri",1856,1,"WildScat","17589_PvScat_1_1",0.0234085815684888,0.022269090286901,0.0117761928578804,0.0418619759730617,0.00767431476089607,51062,0.0363479691355607,NA,"WildScat","WildScat","Pv18-1275"
"Pv18-1275",17589,"PvScat","CommencementBay",2,2,"Actinopteri",7966,1,"WildScat","17589_PvScat_1_2",0.0312028831997505,0.0297234318369416,0.0158791161348588,0.0554716365103105,0.0100969398756254,51062,0.156006423563511,NA,"WildScat","WildScat","Pv18-1275"
"Pv18-1275",17589,"PvScat","CommencementBay",3,3,"Actinopteri",493,1,"WildScat","17589_PvScat_1_3",0.0259731095145896,0.0247222420526984,0.0130552805724268,0.0463993517879355,0.00856768897881402,51062,0.00965492930163331,NA,"WildScat","WildScat","Pv18-1275"
"Pv18-1277",17589,"PvScat","CommencementBay",5,1,"Actinopteri",4930,1,"WildScat","17589_PvScat_1_5",0.0340396525204706,0.0324369320978042,0.0172996717851616,0.0603234905877388,0.0109905952350772,21248,0.232021837349398,NA,"WildScat","WildScat","Pv18-1277"
"Pv18-1278",17589,"PvScat","CommencementBay",6,1,"Actinopteri",6833,1,"WildScat","17589_PvScat_1_6",0.0472603434969816,0.0449053506113813,0.022689573336705,0.0852881627780304,0.0161013888745987,17960,0.380456570155902,NA,"WildScat","WildScat","Pv18-1278"
"Pv18-1281",17589,"PvScat","CommencementBay",9,1,"Actinopteri",4437,1,"WildScat","17589_PvScat_1_9",0.168898679157214,0.163975690706134,0.0932210322675823,0.27327354618313,0.0458771104088082,6989,0.634854771784232,NA,"WildScat","WildScat","Pv18-1281"
"Pv18-1283",17589,"PvScat","CommencementBay",11,1,"Actinopteri",19774,1,"WildScat","17589_PvScat_1_11",0.0574939197500248,0.0549727947310434,0.029741524101993,0.10045122292817,0.0179954074893766,58131,0.340162735889629,NA,"WildScat","WildScat","Pv18-1283"
"Pv18-1286",17589,"PvScat","CommencementBay",14,1,"Actinopteri",18140,1,"WildScat","17589_PvScat_1_14",0.0994475341861062,0.0957161635627309,0.0527998133260984,0.168397118455186,0.0295277760131064,37491,0.483849457203062,NA,"WildScat","WildScat","Pv18-1286"
"Pv18-1287",17589,"PvScat","CommencementBay",15,1,"Actinopteri",46753,1,"WildScat","17589_PvScat_1_15",0.441463867563721,0.439931442345276,0.292728779839183,0.600107264997238,0.0788395212076675,53471,0.874361803594472,NA,"WildScat","WildScat","Pv18-1287"
"Pv18-1288",17589,"PvScat","CommencementBay",16,1,"Actinopteri",4356,1,"WildScat","17589_PvScat_1_16",0.0264979976681897,0.0252103188124561,0.0134859532213597,0.0472885092653221,0.00863865505198979,23362,0.186456638986388,NA,"WildScat","WildScat","Pv18-1288"
"Pv18-1289",17589,"PvScat","CommencementBay",17,1,"Actinopteri",13158,1,"WildScat","17589_PvScat_1_17",0.272541961820309,0.267815724708177,0.15955208700878,0.413639470939143,0.0650326348286697,16621,0.791649118584923,NA,"WildScat","WildScat","Pv18-1289"
"Pv18-1291",17589,"PvScat","CommencementBay",19,1,"Actinopteri",95560,1,"WildScat","17589_PvScat_1_19",0.62255136955112,0.625649835014023,0.468308176382259,0.762302293113956,0.0753727026942615,102016,0.936715809284818,NA,"WildScat","WildScat","Pv18-1291"
"Pv18-1292",17589,"PvScat","CommencementBay",20,1,"Actinopteri",13894,1,"WildScat","17589_PvScat_1_20",0.0468449637202131,0.0446977683001685,0.0240027685194005,0.0823583074819242,0.0148677663248097,47388,0.293196589853971,NA,"WildScat","WildScat","Pv18-1292"
"Pv18-1293",17589,"PvScat","CommencementBay",21,1,"Actinopteri",2824,1,"WildScat","17589_PvScat_1_21",0.0164855852589282,0.0156750327617326,0.00828437006636341,0.0295882230613802,0.00543966273161386,22882,0.12341578533345,NA,"WildScat","WildScat","Pv18-1293"
"Pv18-1294",17589,"PvScat","CommencementBay",22,1,"Actinopteri",11924,1,"WildScat","17589_PvScat_1_22",0.216436135201802,0.211562583787742,0.123996651339199,0.339641172953047,0.055010750930368,16945,0.703688403658896,NA,"WildScat","WildScat","Pv18-1294"
"Pv18-1296",17589,"PvScat","CommencementBay",24,1,"Actinopteri",3239,1,"WildScat","17589_PvScat_1_24",0.0599534893560685,0.0575031190434821,0.0311721639429281,0.104167804787466,0.0187430439690707,9305,0.348092423428264,NA,"WildScat","WildScat","Pv18-1296"
"Pv18-1297",17589,"PvScat","CommencementBay",25,1,"Actinopteri",6804,1,"WildScat","17589_PvScat_1_25",0.293192668670167,0.288592473373389,0.175349724817236,0.437560074825181,0.0668162043285775,8696,0.782428702851886,NA,"WildScat","WildScat","Pv18-1297"
"Pv18-1298",17589,"PvScat","CommencementBay",26,1,"Actinopteri",3174,1,"WildScat","17589_PvScat_1_26",0.0224307730057993,0.0213544291765793,0.0113176332772281,0.0401602755056149,0.00734773098383217,19252,0.164865987949304,NA,"WildScat","WildScat","Pv18-1298"
"Pv18-1299",17589,"PvScat","CommencementBay",27,1,"Actinopteri",13788,1,"WildScat","17589_PvScat_1_27",0.249749374232218,0.244890494825926,0.145785457656442,0.382008324523949,0.0605625158399979,18534,0.743930074457753,NA,"WildScat","WildScat","Pv18-1299"
"Pv18-1300",17589,"PvScat","CommencementBay",28,1,"Actinopteri",2071,1,"WildScat","17589_PvScat_1_28",0.0335778365931645,0.0320045944369218,0.0169672034210483,0.059941669672573,0.0109545939872254,8406,0.246371639305258,NA,"WildScat","WildScat","Pv18-1300"
"Pv18-1301",17589,"PvScat","CommencementBay",29,1,"Actinopteri",23310,1,"WildScat","17589_PvScat_1_29",0.143574008948858,0.13898381604091,0.0785410575648595,0.23612215239815,0.0402516424289313,39611,0.588472898942213,NA,"WildScat","WildScat","Pv18-1301"
"Pv18-1302",17589,"PvScat","CommencementBay",30,1,"Actinopteri",28053,1,"WildScat","17589_PvScat_1_30",0.589696520296594,0.59228296104719,0.432456867627266,0.736403436385746,0.0776469288955838,30235,0.927831982801389,NA,"WildScat","WildScat","Pv18-1302"
"Pv18-1303",17553,"PvScat","CommencementBay",1,1,"Actinopteri",6139,1,"WildScat","17553_PvScat_1_1",0.3787563093494,0.375989418112674,0.228871692482952,0.545923911891033,0.0816531280926825,6909,0.88855116514691,NA,"WildScat","WildScat","Pv18-1303"
"Pv18-1304",17553,"PvScat","CommencementBay",2,1,"Actinopteri",5509,1,"WildScat","17553_PvScat_1_2",0.0354201927717605,0.0337450287853876,0.0176660447992031,0.0632846711639715,0.0117157844759119,19928,0.276445202729827,NA,"WildScat","WildScat","Pv18-1304"
"Pv18-1306",17553,"PvScat","CommencementBay",4,1,"Actinopteri",24570,1,"WildScat","17553_PvScat_1_4",0.333344381136367,0.329661651961684,0.205175738570777,0.48557071820314,0.071362910138694,30214,0.813199179188456,NA,"WildScat","WildScat","Pv18-1306"
"Pv18-1312",17553,"PvScat","CommencementBay",10,1,"Actinopteri",11862,1,"WildScat","17553_PvScat_1_10",0.533836696114525,0.534365309546127,0.377159120448849,0.688088414479215,0.0798540668223484,13036,0.909941699907947,NA,"WildScat","WildScat","Pv18-1312"
"Pv18-1315",17553,"PvScat","CommencementBay",13,1,"Actinopteri",37084,1,"WildScat","17553_PvScat_1_13",0.138888790440623,0.134308657816243,0.0748763902953468,0.230353316553829,0.0395380900950337,60920,0.608732764281024,NA,"WildScat","WildScat","Pv18-1315"
"Pv18-1316",17553,"PvScat","CommencementBay",14,1,"Actinopteri",5464,1,"WildScat","17553_PvScat_1_14",0.105877682381906,0.102091295481243,0.0562711352352579,0.178645296786097,0.0312241029443063,10896,0.501468428781204,NA,"WildScat","WildScat","Pv18-1316"
"Pv18-1317",17553,"PvScat","CommencementBay",15,1,"Actinopteri",2151,1,"WildScat","17553_PvScat_1_15",0.022974820587987,0.0215389272059269,0.0100096591462592,0.0439581475281765,0.00881925454353621,7699,0.27938693336797,NA,"WildScat","WildScat","Pv18-1317"
"Pv18-1318",17553,"PvScat","CommencementBay",16,1,"Actinopteri",6985,1,"WildScat","17553_PvScat_1_16",0.0571289371344942,0.0545710048404361,0.0295605838143685,0.0995527893795975,0.0179065965744331,20628,0.338617413224743,NA,"WildScat","WildScat","Pv18-1318"
"Pv18-1319",17553,"PvScat","CommencementBay",17,1,"Actinopteri",6220,1,"WildScat","17553_PvScat_1_17",0.461902786292904,0.461019901490659,0.309445054825542,0.621670255464914,0.0798034848852525,7041,0.883397244709558,NA,"WildScat","WildScat","Pv18-1319"
"Pv18-1324",17553,"PvScat","CommencementBay",22,1,"Actinopteri",3052,1,"WildScat","17553_PvScat_1_22",0.00710488253848396,0.0065235560940941,0.00283194185764,0.0146505902691991,0.00307391695791192,21847,0.139698814482538,NA,"WildScat","WildScat","Pv18-1324"
"Pv18-1326",17553,"PvScat","CommencementBay",24,1,"Actinopteri",3798,1,"WildScat","17553_PvScat_1_24",0.0442096979596577,0.0423027795280433,0.0227327651593511,0.0780382243744239,0.0140974724026515,13529,0.280730283095572,NA,"WildScat","WildScat","Pv18-1326"
"Pv18-1327",17553,"PvScat","CommencementBay",25,1,"Actinopteri",2300,1,"WildScat","17553_PvScat_1_25",0.0212022043614462,0.0201531398205619,0.010556575016088,0.0382244971926421,0.00708889582835854,13111,0.175425215467928,NA,"WildScat","WildScat","Pv18-1327"
"Pv18-1328",17553,"PvScat","CommencementBay",26,1,"Actinopteri",8516,1,"WildScat","17553_PvScat_1_26",0.428190484861527,0.426149591732213,0.280241717139603,0.587991281998788,0.0786559740279016,9809,0.868182281578142,NA,"WildScat","WildScat","Pv18-1328"
"Pv18-1329",17553,"PvScat","CommencementBay",27,1,"Actinopteri",4888,1,"WildScat","17553_PvScat_1_27",0.03222275937806,0.0306851374910845,0.0164584088564343,0.0574031535661863,0.010420973993349,22378,0.218428814013764,NA,"WildScat","WildScat","Pv18-1329"
"Pv18-1335",17553,"PvScat","CommencementBay",33,1,"Actinopteri",12812,1,"WildScat","17553_PvScat_1_33",0.0890447972537186,0.0855193572315246,0.0469103276577974,0.151857478622426,0.0267856027589264,28282,0.4530089809773,NA,"WildScat","WildScat","Pv18-1335"
"Pv18-1336",17553,"PvScat","CommencementBay",34,1,"Actinopteri",3590,1,"WildScat","17553_PvScat_1_34",0.0306235806296208,0.0291809967392227,0.0154977192647117,0.0544634012527541,0.0099613976026763,16381,0.219156339661803,NA,"WildScat","WildScat","Pv18-1336"
"Pv18-1337",17553,"PvScat","CommencementBay",35,1,"Actinopteri",8201,1,"WildScat","17553_PvScat_1_35",0.0590582861408147,0.056463101597626,0.0304737229282101,0.103093036868102,0.0184822776882594,23194,0.353582823143917,NA,"WildScat","WildScat","Pv18-1337"
"Pv18-1338",17553,"PvScat","CommencementBay",36,1,"Actinopteri",3477,1,"WildScat","17553_PvScat_1_36",0.017830506828262,0.0166476142520406,0.0076246708665011,0.0348503986278135,0.00704821871294722,14236,0.244239955043552,NA,"WildScat","WildScat","Pv18-1338"
"Pv18-1339",17553,"PvScat","CommencementBay",37,1,"Actinopteri",9255,1,"WildScat","17553_PvScat_1_37",0.044074223443116,0.0420819172948716,0.0226503791557349,0.0776543502577718,0.0140396907538684,33045,0.280072628234226,NA,"WildScat","WildScat","Pv18-1339"
"Pv18-1340",17553,"PvScat","CommencementBay",38,1,"Actinopteri",6147,1,"WildScat","17553_PvScat_1_38",0.444970789018068,0.444120886167856,0.294414761215894,0.606086226291959,0.0792858208531184,7081,0.868097726309843,NA,"WildScat","WildScat","Pv18-1340"
